image_name,original_resolution,upscaled_resolution,lpips_score,status,model_used,scale_used
512__image_0447.jpg,867x1300,867x1300,,kept,none,1
512__image_0449.jpg,867x1300,867x1300,,kept,none,1
512__image_0450.jpg,865x1300,865x1300,,kept,none,1
512__image_0452.jpg,1280x720,1280x720,,kept,none,1
512__image_0453.jpg,1280x800,1280x800,,kept,none,1
512__image_0454.jpg,1280x720,1280x720,,kept,none,1
512__image_0455.jpg,961x1280,961x1280,,kept,none,1
512__image_0456.jpg,1280x720,1280x720,,kept,none,1
512__image_0457.jpg,853x1280,853x1280,,kept,none,1
512__image_0458.jpg,853x1280,853x1280,,kept,none,1
512__image_0459.jpg,1280x854,1280x854,,kept,none,1
512__image_0460.jpg,1280x853,1280x853,,kept,none,1
512__image_0461.jpg,854x1280,854x1280,,kept,none,1
512__image_0462.jpg,1280x720,1280x720,,kept,none,1
512__image_0463.jpg,853x1280,853x1280,,kept,none,1
512__image_0464.jpg,1280x854,1280x854,,kept,none,1
512__image_0465.jpg,1280x853,1280x853,,kept,none,1
512__image_0466.jpg,853x1280,853x1280,,kept,none,1
512__image_0467.jpg,1280x853,1280x853,,kept,none,1
512__image_0468.jpg,1280x853,1280x853,,kept,none,1
512__image_0469.jpg,853x1280,853x1280,,kept,none,1
512__image_0470.jpg,853x1280,853x1280,,kept,none,1
512__image_0471.jpg,853x1280,853x1280,,kept,none,1
512__image_0472.jpg,853x1280,853x1280,,kept,none,1
512__image_0473.jpg,853x1280,853x1280,,kept,none,1
512__image_0474.jpg,854x1280,854x1280,,kept,none,1
512__image_0475.jpg,854x1280,854x1280,,kept,none,1
512__image_0476.jpg,852x1280,852x1280,,kept,none,1
512__image_0477.jpg,852x1280,852x1280,,kept,none,1
512__image_0478.jpg,1280x853,1280x853,,kept,none,1
512__image_0479.jpg,854x1280,854x1280,,kept,none,1
512__image_0480.jpg,1280x853,1280x853,,kept,none,1
512__image_0481.jpg,1080x720,1080x720,,kept,none,1
512__image_0482.jpg,1080x720,1080x720,,kept,none,1
512__image_0483.jpg,1080x810,1080x810,,kept,none,1
512__image_0484.jpg,1080x720,1080x720,,kept,none,1
512__image_0485.jpg,1080x608,1080x608,,kept,none,1
512__image_0486.jpg,1080x720,1080x720,,kept,none,1
512__image_0487.jpg,1080x811,1080x811,,kept,none,1
512__image_0488.jpg,1080x609,1080x609,,kept,none,1
512__image_0489.jpg,1080x717,1080x717,,kept,none,1
512__image_0490.jpg,1080x720,1080x720,,kept,none,1
512__image_0491.jpg,1080x720,1080x720,,kept,none,1
512__image_0492.jpg,1080x814,1080x814,,kept,none,1
512__image_0493.jpg,1080x720,1080x720,,kept,none,1
512__image_0494.jpg,1080x720,1080x720,,kept,none,1
512__image_0495.jpg,1080x720,1080x720,,kept,none,1
512__image_0496.jpg,1080x720,1080x720,,kept,none,1
512__image_0497.jpg,1080x720,1080x720,,kept,none,1
512__image_0498.jpg,1080x720,1080x720,,kept,none,1
512__image_0499.jpg,1080x720,1080x720,,kept,none,1
512__image_0500.jpg,1080x720,1080x720,,kept,none,1
512__image_0501.jpg,1080x720,1080x720,,kept,none,1
512__image_0502.jpg,1080x694,1080x694,,kept,none,1
512__image_0503.jpg,1080x727,1080x727,,kept,none,1
512__image_0504.jpg,1080x721,1080x721,,kept,none,1
512__image_0505.jpg,1080x720,1080x720,,kept,none,1
512__image_0506.jpg,1080x720,1080x720,,kept,none,1
512__image_0507.jpg,1080x720,1080x720,,kept,none,1
512__image_0508.jpg,1080x720,1080x720,,kept,none,1
512__image_0509.jpg,1080x720,1080x720,,kept,none,1
512__image_0510.jpg,1080x719,1080x719,,kept,none,1
512__image_0511.jpg,1080x608,1080x608,,kept,none,1
512__image_0512.jpg,1080x720,1080x720,,kept,none,1
512__image_0513.jpg,1080x720,1080x720,,kept,none,1
512__image_0514.jpg,1080x720,1080x720,,kept,none,1
512__image_0515.jpg,1080x723,1080x723,,kept,none,1
512__image_0516.jpg,1080x720,1080x720,,kept,none,1
512__image_0517.jpg,1080x783,1080x783,,kept,none,1
512__image_0518.jpg,1080x720,1080x720,,kept,none,1
512__image_0519.jpg,1080x770,1080x770,,kept,none,1
512__image_0520.jpg,1080x720,1080x720,,kept,none,1
512__image_0521.jpg,1080x721,1080x721,,kept,none,1
512__image_0522.jpg,1080x720,1080x720,,kept,none,1
